"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe"
"06065043823","Census Tract 438.23, Riverside County, California","B01001_001",10092,719,10092,719
"06065043900","Census Tract 439, Riverside County, California","B01001_001",6698,454,6698,454
"06065044000","Census Tract 440, Riverside County, California","B01001_001",1734,249,1734,249
"06065044101","Census Tract 441.01, Riverside County, California","B01001_001",3409,315,3409,315
"06065044102","Census Tract 441.02, Riverside County, California","B01001_001",2907,250,2907,250
"06065044103","Census Tract 441.03, Riverside County, California","B01001_001",5735,472,5735,472
"06065044104","Census Tract 441.04, Riverside County, California","B01001_001",2983,337,2983,337
"06065044200","Census Tract 442, Riverside County, California","B01001_001",6541,571,6541,571
"06065044300","Census Tract 443, Riverside County, California","B01001_001",4847,517,4847,517
"06065044402","Census Tract 444.02, Riverside County, California","B01001_001",5266,890,5266,890
"06065044403","Census Tract 444.03, Riverside County, California","B01001_001",4114,736,4114,736
"06065044404","Census Tract 444.04, Riverside County, California","B01001_001",1122,193,1122,193
"06065044405","Census Tract 444.05, Riverside County, California","B01001_001",1463,445,1463,445
"06065044505","Census Tract 445.05, Riverside County, California","B01001_001",5781,843,5781,843
"06065044507","Census Tract 445.07, Riverside County, California","B01001_001",6817,820,6817,820
"06065044509","Census Tract 445.09, Riverside County, California","B01001_001",3693,531,3693,531
"06065044510","Census Tract 445.10, Riverside County, California","B01001_001",6649,788,6649,788
"06065044515","Census Tract 445.15, Riverside County, California","B01001_001",3971,588,3971,588
"06065044516","Census Tract 445.16, Riverside County, California","B01001_001",6109,930,6109,930
"06065044517","Census Tract 445.17, Riverside County, California","B01001_001",2435,297,2435,297
"06065044518","Census Tract 445.18, Riverside County, California","B01001_001",5302,675,5302,675
"06065044520","Census Tract 445.20, Riverside County, California","B01001_001",1424,368,1424,368
"06065044521","Census Tract 445.21, Riverside County, California","B01001_001",1332,317,1332,317
"06065044522","Census Tract 445.22, Riverside County, California","B01001_001",3812,663,3812,663
"06065044602","Census Tract 446.02, Riverside County, California","B01001_001",2907,309,2907,309
"06065044604","Census Tract 446.04, Riverside County, California","B01001_001",4151,364,4151,364
"06065044605","Census Tract 446.05, Riverside County, California","B01001_001",6107,650,6107,650
"06065044606","Census Tract 446.06, Riverside County, California","B01001_001",2734,361,2734,361
"06065044701","Census Tract 447.01, Riverside County, California","B01001_001",4039,600,4039,600
"06065044702","Census Tract 447.02, Riverside County, California","B01001_001",1738,395,1738,395
"06065044804","Census Tract 448.04, Riverside County, California","B01001_001",2704,288,2704,288
"06065044805","Census Tract 448.05, Riverside County, California","B01001_001",1590,251,1590,251
"06065044806","Census Tract 448.06, Riverside County, California","B01001_001",2081,304,2081,304
"06065044807","Census Tract 448.07, Riverside County, California","B01001_001",1642,158,1642,158
"06065044904","Census Tract 449.04, Riverside County, California","B01001_001",5192,373,5192,373
"06065044907","Census Tract 449.07, Riverside County, California","B01001_001",5461,654,5461,654
"06065044911","Census Tract 449.11, Riverside County, California","B01001_001",4194,508,4194,508
"06065044915","Census Tract 449.15, Riverside County, California","B01001_001",6799,551,6799,551
"06065044916","Census Tract 449.16, Riverside County, California","B01001_001",5334,520,5334,520
"06065044917","Census Tract 449.17, Riverside County, California","B01001_001",5033,518,5033,518
"06065044918","Census Tract 449.18, Riverside County, California","B01001_001",2919,305,2919,305
"06065044919","Census Tract 449.19, Riverside County, California","B01001_001",5011,510,5011,510
"06065044921","Census Tract 449.21, Riverside County, California","B01001_001",2448,380,2448,380
"06065044922","Census Tract 449.22, Riverside County, California","B01001_001",5812,412,5812,412
"06065044923","Census Tract 449.23, Riverside County, California","B01001_001",4122,465,4122,465
"06065044924","Census Tract 449.24, Riverside County, California","B01001_001",3998,551,3998,551
"06065044925","Census Tract 449.25, Riverside County, California","B01001_001",3978,387,3978,387
"06065044926","Census Tract 449.26, Riverside County, California","B01001_001",5407,550,5407,550
"06065044927","Census Tract 449.27, Riverside County, California","B01001_001",3619,362,3619,362
"06065044928","Census Tract 449.28, Riverside County, California","B01001_001",3342,388,3342,388
"06065044929","Census Tract 449.29, Riverside County, California","B01001_001",3627,480,3627,480
"06065044930","Census Tract 449.30, Riverside County, California","B01001_001",3606,359,3606,359
"06065044931","Census Tract 449.31, Riverside County, California","B01001_001",2093,259,2093,259
"06065044932","Census Tract 449.32, Riverside County, California","B01001_001",2883,430,2883,430
"06065045000","Census Tract 450, Riverside County, California","B01001_001",3314,339,3314,339
"06065045103","Census Tract 451.03, Riverside County, California","B01001_001",3557,347,3557,347
"06065045108","Census Tract 451.08, Riverside County, California","B01001_001",6767,898,6767,898
"06065045109","Census Tract 451.09, Riverside County, California","B01001_001",4137,388,4137,388
"06065045110","Census Tract 451.10, Riverside County, California","B01001_001",6290,667,6290,667
"06065045114","Census Tract 451.14, Riverside County, California","B01001_001",2153,235,2153,235
"06065045115","Census Tract 451.15, Riverside County, California","B01001_001",1890,183,1890,183
"06065045116","Census Tract 451.16, Riverside County, California","B01001_001",1479,196,1479,196
"06065045117","Census Tract 451.17, Riverside County, California","B01001_001",4053,474,4053,474
"06065045118","Census Tract 451.18, Riverside County, California","B01001_001",2636,333,2636,333
"06065045119","Census Tract 451.19, Riverside County, California","B01001_001",2772,401,2772,401
"06065045120","Census Tract 451.20, Riverside County, California","B01001_001",4788,550,4788,550
"06065045121","Census Tract 451.21, Riverside County, California","B01001_001",6454,690,6454,690
"06065045122","Census Tract 451.22, Riverside County, California","B01001_001",1514,214,1514,214
"06065045123","Census Tract 451.23, Riverside County, California","B01001_001",2428,318,2428,318
"06065045124","Census Tract 451.24, Riverside County, California","B01001_001",2157,378,2157,378
"06065045125","Census Tract 451.25, Riverside County, California","B01001_001",3159,387,3159,387
"06065045207","Census Tract 452.07, Riverside County, California","B01001_001",5449,548,5449,548
"06065045209","Census Tract 452.09, Riverside County, California","B01001_001",5946,715,5946,715
"06065045212","Census Tract 452.12, Riverside County, California","B01001_001",2601,478,2601,478
"06065045213","Census Tract 452.13, Riverside County, California","B01001_001",6526,824,6526,824
"06065045214","Census Tract 452.14, Riverside County, California","B01001_001",5112,605,5112,605
"06065045215","Census Tract 452.15, Riverside County, California","B01001_001",9761,567,9761,567
"06065045216","Census Tract 452.16, Riverside County, California","B01001_001",2407,206,2407,206
"06065045217","Census Tract 452.17, Riverside County, California","B01001_001",8275,969,8275,969
"06065045222","Census Tract 452.22, Riverside County, California","B01001_001",2686,506,2686,506
"06065045224","Census Tract 452.24, Riverside County, California","B01001_001",5878,603,5878,603
"06065045226","Census Tract 452.26, Riverside County, California","B01001_001",8410,1297,8410,1297
"06065045228","Census Tract 452.28, Riverside County, California","B01001_001",6517,672,6517,672
"06065045233","Census Tract 452.33, Riverside County, California","B01001_001",4367,525,4367,525
"06065045302","Census Tract 453.02, Riverside County, California","B01001_001",4027,523,4027,523
"06065045303","Census Tract 453.03, Riverside County, California","B01001_001",2639,478,2639,478
"06065045304","Census Tract 453.04, Riverside County, California","B01001_001",10800,1251,10800,1251
"06065045501","Census Tract 455.01, Riverside County, California","B01001_001",5936,743,5936,743
"06065045502","Census Tract 455.02, Riverside County, California","B01001_001",3788,443,3788,443
"06065045604","Census Tract 456.04, Riverside County, California","B01001_001",11044,1446,11044,1446
"06065045605","Census Tract 456.05, Riverside County, California","B01001_001",6734,675,6734,675
"06065045606","Census Tract 456.06, Riverside County, California","B01001_001",2648,372,2648,372
"06065045608","Census Tract 456.08, Riverside County, California","B01001_001",2686,303,2686,303
"06065045609","Census Tract 456.09, Riverside County, California","B01001_001",4318,955,4318,955
"06065045703","Census Tract 457.03, Riverside County, California","B01001_001",6332,819,6332,819
"06065045704","Census Tract 457.04, Riverside County, California","B01001_001",2723,642,2723,642
"06065045705","Census Tract 457.05, Riverside County, California","B01001_001",9353,862,9353,862
"06065045706","Census Tract 457.06, Riverside County, California","B01001_001",4821,749,4821,749
"06065045707","Census Tract 457.07, Riverside County, California","B01001_001",6493,714,6493,714
"06065045900","Census Tract 459, Riverside County, California","B01001_001",1645,228,1645,228
"06065046101","Census Tract 461.01, Riverside County, California","B01001_001",3320,381,3320,381
"06065046102","Census Tract 461.02, Riverside County, California","B01001_001",1881,280,1881,280
"06065046103","Census Tract 461.03, Riverside County, California","B01001_001",3532,294,3532,294
"06065046200","Census Tract 462, Riverside County, California","B01001_001",2871,430,2871,430
"06065046401","Census Tract 464.01, Riverside County, California","B01001_001",3575,494,3575,494
"06065046402","Census Tract 464.02, Riverside County, California","B01001_001",5762,486,5762,486
"06065046403","Census Tract 464.03, Riverside County, California","B01001_001",7457,712,7457,712
"06065046404","Census Tract 464.04, Riverside County, California","B01001_001",6661,471,6661,471
"06065046405","Census Tract 464.05, Riverside County, California","B01001_001",3710,458,3710,458
"06065046500","Census Tract 465, Riverside County, California","B01001_001",9412,3522,9412,3522
"06065046601","Census Tract 466.01, Riverside County, California","B01001_001",3385,170,3385,170
"06065046602","Census Tract 466.02, Riverside County, California","B01001_001",3963,322,3963,322
"06065046700","Census Tract 467, Riverside County, California","B01001_001",4721,457,4721,457
"06065046800","Census Tract 468, Riverside County, California","B01001_001",6788,668,6788,668
"06065046900","Census Tract 469, Riverside County, California","B01001_001",1631,366,1631,366
"06065047000","Census Tract 470, Riverside County, California","B01001_001",1675,342,1675,342
"06065047201","Census Tract 472.01, Riverside County, California","B01001_001",1848,317,1848,317
"06065047202","Census Tract 472.02, Riverside County, California","B01001_001",1656,311,1656,311
"06065047900","Census Tract 479, Riverside County, California","B01001_001",12628,928,12628,928
"06065048100","Census Tract 481, Riverside County, California","B01001_001",7365,583,7365,583
"06065048200","Census Tract 482, Riverside County, California","B01001_001",4522,388,4522,388
"06065048300","Census Tract 483, Riverside County, California","B01001_001",6632,566,6632,566
"06065048700","Census Tract 487, Riverside County, California","B01001_001",4872,547,4872,547
"06065048800","Census Tract 488, Riverside County, California","B01001_001",4917,586,4917,586
"06065048901","Census Tract 489.01, Riverside County, California","B01001_001",4000,397,4000,397
"06065048902","Census Tract 489.02, Riverside County, California","B01001_001",7835,509,7835,509
"06065049000","Census Tract 490, Riverside County, California","B01001_001",10135,1131,10135,1131
"06065049100","Census Tract 491, Riverside County, California","B01001_001",5339,785,5339,785
"06065049400","Census Tract 494, Riverside County, California","B01001_001",3067,468,3067,468
"06065049500","Census Tract 495, Riverside County, California","B01001_001",7220,1061,7220,1061
"06065049600","Census Tract 496, Riverside County, California","B01001_001",8220,514,8220,514
"06065049700","Census Tract 497, Riverside County, California","B01001_001",9342,982,9342,982
"06065049800","Census Tract 498, Riverside County, California","B01001_001",4621,439,4621,439
"06065050300","Census Tract 503, Riverside County, California","B01001_001",13390,886,13390,886
"06065050400","Census Tract 504, Riverside County, California","B01001_001",10943,717,10943,717
"06065050500","Census Tract 505, Riverside County, California","B01001_001",15912,1100,15912,1100
"06065050600","Census Tract 506, Riverside County, California","B01001_001",7748,560,7748,560
"06065050700","Census Tract 507, Riverside County, California","B01001_001",12772,753,12772,753
"06065050900","Census Tract 509, Riverside County, California","B01001_001",4682,364,4682,364
"06065051100","Census Tract 511, Riverside County, California","B01001_001",7242,817,7242,817
"06065051200","Census Tract 512, Riverside County, California","B01001_001",5113,541,5113,541
"06065051300","Census Tract 513, Riverside County, California","B01001_001",9719,760,9719,760
"06065051400","Census Tract 514, Riverside County, California","B01001_001",6755,965,6755,965
"06065940100","Census Tract 9401, Riverside County, California","B01001_001",171,53,171,53
"06065940400","Census Tract 9404, Riverside County, California","B01001_001",6818,799,6818,799
"06065940500","Census Tract 9405, Riverside County, California","B01001_001",2150,142,2150,142
"06065940600","Census Tract 9406, Riverside County, California","B01001_001",3183,230,3183,230
"06065940700","Census Tract 9407, Riverside County, California","B01001_001",2798,153,2798,153
"06065940800","Census Tract 9408, Riverside County, California","B01001_001",2748,174,2748,174
"06065940900","Census Tract 9409, Riverside County, California","B01001_001",2097,139,2097,139
"06065941000","Census Tract 9410, Riverside County, California","B01001_001",3832,324,3832,324
"06065941100","Census Tract 9411, Riverside County, California","B01001_001",2072,124,2072,124
"06065941200","Census Tract 9412, Riverside County, California","B01001_001",2735,202,2735,202
"06065941300","Census Tract 9413, Riverside County, California","B01001_001",3366,238,3366,238
"06065941400","Census Tract 9414, Riverside County, California","B01001_001",3872,219,3872,219
"06065941500","Census Tract 9415, Riverside County, California","B01001_001",5080,375,5080,375
"06065980004","Census Tract 9800.04, Riverside County, California","B01001_001",0,12,0,12
"06065981000","Census Tract 9810, Riverside County, California","B01001_001",6196,354,6196,354
"06067000100","Census Tract 1, Sacramento County, California","B01001_001",3871,213,3871,213
"06067000200","Census Tract 2, Sacramento County, California","B01001_001",3755,205,3755,205
"06067000300","Census Tract 3, Sacramento County, California","B01001_001",3418,153,3418,153
"06067000400","Census Tract 4, Sacramento County, California","B01001_001",3933,337,3933,337
"06067000500","Census Tract 5, Sacramento County, California","B01001_001",3461,311,3461,311
"06067000600","Census Tract 6, Sacramento County, California","B01001_001",1123,194,1123,194
"06067000700","Census Tract 7, Sacramento County, California","B01001_001",2567,147,2567,147
"06067000800","Census Tract 8, Sacramento County, California","B01001_001",1703,203,1703,203
"06067001101","Census Tract 11.01, Sacramento County, California","B01001_001",2583,283,2583,283
"06067001200","Census Tract 12, Sacramento County, California","B01001_001",3527,217,3527,217
"06067001300","Census Tract 13, Sacramento County, California","B01001_001",3231,240,3231,240
"06067001400","Census Tract 14, Sacramento County, California","B01001_001",2362,184,2362,184
"06067001500","Census Tract 15, Sacramento County, California","B01001_001",4723,383,4723,383
"06067001600","Census Tract 16, Sacramento County, California","B01001_001",6023,620,6023,620
"06067001700","Census Tract 17, Sacramento County, California","B01001_001",5513,452,5513,452
"06067001800","Census Tract 18, Sacramento County, California","B01001_001",5152,365,5152,365
"06067001900","Census Tract 19, Sacramento County, California","B01001_001",3123,285,3123,285
"06067002000","Census Tract 20, Sacramento County, California","B01001_001",2617,216,2617,216
"06067002100","Census Tract 21, Sacramento County, California","B01001_001",2096,253,2096,253
"06067002200","Census Tract 22, Sacramento County, California","B01001_001",5103,538,5103,538
"06067002300","Census Tract 23, Sacramento County, California","B01001_001",3358,157,3358,157
"06067002400","Census Tract 24, Sacramento County, California","B01001_001",4772,340,4772,340
"06067002500","Census Tract 25, Sacramento County, California","B01001_001",1613,146,1613,146
"06067002600","Census Tract 26, Sacramento County, California","B01001_001",2448,233,2448,233
"06067002700","Census Tract 27, Sacramento County, California","B01001_001",3404,265,3404,265
"06067002800","Census Tract 28, Sacramento County, California","B01001_001",3814,415,3814,415
"06067002900","Census Tract 29, Sacramento County, California","B01001_001",5016,476,5016,476
"06067003000","Census Tract 30, Sacramento County, California","B01001_001",7450,574,7450,574
"06067003101","Census Tract 31.01, Sacramento County, California","B01001_001",3479,312,3479,312
"06067003102","Census Tract 31.02, Sacramento County, California","B01001_001",3158,250,3158,250
"06067003202","Census Tract 32.02, Sacramento County, California","B01001_001",5098,363,5098,363
"06067003203","Census Tract 32.03, Sacramento County, California","B01001_001",2680,309,2680,309
"06067003204","Census Tract 32.04, Sacramento County, California","B01001_001",4965,437,4965,437
"06067003300","Census Tract 33, Sacramento County, California","B01001_001",4548,198,4548,198
"06067003400","Census Tract 34, Sacramento County, California","B01001_001",3929,307,3929,307
"06067003501","Census Tract 35.01, Sacramento County, California","B01001_001",2393,196,2393,196
"06067003502","Census Tract 35.02, Sacramento County, California","B01001_001",2638,259,2638,259
"06067003600","Census Tract 36, Sacramento County, California","B01001_001",2767,258,2767,258
"06067003700","Census Tract 37, Sacramento County, California","B01001_001",4496,442,4496,442
"06067003800","Census Tract 38, Sacramento County, California","B01001_001",5674,672,5674,672
"06067003900","Census Tract 39, Sacramento County, California","B01001_001",3267,325,3267,325
"06067004001","Census Tract 40.01, Sacramento County, California","B01001_001",5832,451,5832,451
"06067004004","Census Tract 40.04, Sacramento County, California","B01001_001",5986,552,5986,552
"06067004005","Census Tract 40.05, Sacramento County, California","B01001_001",4367,335,4367,335
"06067004006","Census Tract 40.06, Sacramento County, California","B01001_001",5346,432,5346,432
"06067004008","Census Tract 40.08, Sacramento County, California","B01001_001",3666,216,3666,216
"06067004009","Census Tract 40.09, Sacramento County, California","B01001_001",4991,487,4991,487
"06067004010","Census Tract 40.10, Sacramento County, California","B01001_001",5981,570,5981,570
"06067004011","Census Tract 40.11, Sacramento County, California","B01001_001",3111,184,3111,184
"06067004012","Census Tract 40.12, Sacramento County, California","B01001_001",3655,292,3655,292
"06067004100","Census Tract 41, Sacramento County, California","B01001_001",5107,386,5107,386
"06067004201","Census Tract 42.01, Sacramento County, California","B01001_001",5707,569,5707,569
"06067004202","Census Tract 42.02, Sacramento County, California","B01001_001",6353,515,6353,515
"06067004203","Census Tract 42.03, Sacramento County, California","B01001_001",5583,505,5583,505
"06067004300","Census Tract 43, Sacramento County, California","B01001_001",9867,889,9867,889
"06067004401","Census Tract 44.01, Sacramento County, California","B01001_001",3788,508,3788,508
"06067004402","Census Tract 44.02, Sacramento County, California","B01001_001",4295,426,4295,426
"06067004501","Census Tract 45.01, Sacramento County, California","B01001_001",3463,339,3463,339
"06067004502","Census Tract 45.02, Sacramento County, California","B01001_001",5407,508,5407,508
"06067004601","Census Tract 46.01, Sacramento County, California","B01001_001",8155,843,8155,843
"06067004602","Census Tract 46.02, Sacramento County, California","B01001_001",5725,515,5725,515
"06067004701","Census Tract 47.01, Sacramento County, California","B01001_001",3318,422,3318,422
"06067004702","Census Tract 47.02, Sacramento County, California","B01001_001",4946,450,4946,450
"06067004801","Census Tract 48.01, Sacramento County, California","B01001_001",5931,381,5931,381
"06067004802","Census Tract 48.02, Sacramento County, California","B01001_001",5177,487,5177,487
"06067004903","Census Tract 49.03, Sacramento County, California","B01001_001",7493,445,7493,445
"06067004904","Census Tract 49.04, Sacramento County, California","B01001_001",5824,515,5824,515
"06067004905","Census Tract 49.05, Sacramento County, California","B01001_001",7492,860,7492,860
"06067004906","Census Tract 49.06, Sacramento County, California","B01001_001",3290,290,3290,290
"06067005001","Census Tract 50.01, Sacramento County, California","B01001_001",8176,785,8176,785
"06067005002","Census Tract 50.02, Sacramento County, California","B01001_001",7108,875,7108,875
"06067005101","Census Tract 51.01, Sacramento County, California","B01001_001",3787,359,3787,359
"06067005102","Census Tract 51.02, Sacramento County, California","B01001_001",4654,411,4654,411
"06067005201","Census Tract 52.01, Sacramento County, California","B01001_001",3707,425,3707,425
"06067005202","Census Tract 52.02, Sacramento County, California","B01001_001",3831,286,3831,286
"06067005204","Census Tract 52.04, Sacramento County, California","B01001_001",4476,262,4476,262
"06067005205","Census Tract 52.05, Sacramento County, California","B01001_001",2400,308,2400,308
"06067005301","Census Tract 53.01, Sacramento County, California","B01001_001",1598,236,1598,236
"06067005402","Census Tract 54.02, Sacramento County, California","B01001_001",2729,286,2729,286
"06067005403","Census Tract 54.03, Sacramento County, California","B01001_001",2518,310,2518,310
"06067005404","Census Tract 54.04, Sacramento County, California","B01001_001",5440,479,5440,479
"06067005502","Census Tract 55.02, Sacramento County, California","B01001_001",5779,439,5779,439
"06067005505","Census Tract 55.05, Sacramento County, California","B01001_001",5997,795,5997,795
"06067005506","Census Tract 55.06, Sacramento County, California","B01001_001",3843,345,3843,345
"06067005508","Census Tract 55.08, Sacramento County, California","B01001_001",3338,247,3338,247
"06067005509","Census Tract 55.09, Sacramento County, California","B01001_001",2122,212,2122,212
"06067005510","Census Tract 55.10, Sacramento County, California","B01001_001",5522,562,5522,562
"06067005601","Census Tract 56.01, Sacramento County, California","B01001_001",5969,532,5969,532
"06067005605","Census Tract 56.05, Sacramento County, California","B01001_001",3890,324,3890,324
"06067005606","Census Tract 56.06, Sacramento County, California","B01001_001",4405,450,4405,450
"06067005701","Census Tract 57.01, Sacramento County, California","B01001_001",3143,267,3143,267
"06067005702","Census Tract 57.02, Sacramento County, California","B01001_001",4864,237,4864,237
"06067005801","Census Tract 58.01, Sacramento County, California","B01001_001",5304,518,5304,518
"06067005803","Census Tract 58.03, Sacramento County, California","B01001_001",3606,203,3606,203
"06067005804","Census Tract 58.04, Sacramento County, California","B01001_001",2425,191,2425,191
"06067005901","Census Tract 59.01, Sacramento County, California","B01001_001",6428,467,6428,467
"06067005903","Census Tract 59.03, Sacramento County, California","B01001_001",2837,276,2837,276
"06067005904","Census Tract 59.04, Sacramento County, California","B01001_001",4884,454,4884,454
"06067006002","Census Tract 60.02, Sacramento County, California","B01001_001",4566,489,4566,489
"06067006003","Census Tract 60.03, Sacramento County, California","B01001_001",4960,435,4960,435
"06067006004","Census Tract 60.04, Sacramento County, California","B01001_001",2438,209,2438,209
"06067006101","Census Tract 61.01, Sacramento County, California","B01001_001",4886,454,4886,454
"06067006102","Census Tract 61.02, Sacramento County, California","B01001_001",3367,379,3367,379
"06067006201","Census Tract 62.01, Sacramento County, California","B01001_001",7359,704,7359,704
"06067006202","Census Tract 62.02, Sacramento County, California","B01001_001",3644,284,3644,284
"06067006300","Census Tract 63, Sacramento County, California","B01001_001",5161,412,5161,412
"06067006400","Census Tract 64, Sacramento County, California","B01001_001",5521,481,5521,481
"06067006500","Census Tract 65, Sacramento County, California","B01001_001",7004,623,7004,623
"06067006600","Census Tract 66, Sacramento County, California","B01001_001",7385,588,7385,588
"06067006701","Census Tract 67.01, Sacramento County, California","B01001_001",9349,867,9349,867
"06067006702","Census Tract 67.02, Sacramento County, California","B01001_001",7927,617,7927,617
"06067006800","Census Tract 68, Sacramento County, California","B01001_001",7168,822,7168,822
"06067006900","Census Tract 69, Sacramento County, California","B01001_001",4858,639,4858,639
"06067007001","Census Tract 70.01, Sacramento County, California","B01001_001",4205,501,4205,501
"06067007004","Census Tract 70.04, Sacramento County, California","B01001_001",7953,439,7953,439
"06067007007","Census Tract 70.07, Sacramento County, California","B01001_001",5756,381,5756,381
"06067007010","Census Tract 70.10, Sacramento County, California","B01001_001",3878,337,3878,337
"06067007011","Census Tract 70.11, Sacramento County, California","B01001_001",6865,595,6865,595
"06067007012","Census Tract 70.12, Sacramento County, California","B01001_001",3452,290,3452,290
"06067007013","Census Tract 70.13, Sacramento County, California","B01001_001",3149,164,3149,164
"06067007014","Census Tract 70.14, Sacramento County, California","B01001_001",7336,613,7336,613
"06067007015","Census Tract 70.15, Sacramento County, California","B01001_001",6158,494,6158,494
"06067007016","Census Tract 70.16, Sacramento County, California","B01001_001",6040,396,6040,396
"06067007017","Census Tract 70.17, Sacramento County, California","B01001_001",3309,224,3309,224
"06067007018","Census Tract 70.18, Sacramento County, California","B01001_001",6096,429,6096,429
"06067007019","Census Tract 70.19, Sacramento County, California","B01001_001",1461,183,1461,183
"06067007020","Census Tract 70.20, Sacramento County, California","B01001_001",4336,261,4336,261
"06067007101","Census Tract 71.01, Sacramento County, California","B01001_001",312,291,312,291
"06067007102","Census Tract 71.02, Sacramento County, California","B01001_001",8662,499,8662,499
"06067007103","Census Tract 71.03, Sacramento County, California","B01001_001",3869,390,3869,390
"06067007104","Census Tract 71.04, Sacramento County, California","B01001_001",8397,598,8397,598
"06067007105","Census Tract 71.05, Sacramento County, California","B01001_001",7100,488,7100,488
"06067007106","Census Tract 71.06, Sacramento County, California","B01001_001",8420,911,8420,911
"06067007107","Census Tract 71.07, Sacramento County, California","B01001_001",3808,242,3808,242
"06067007202","Census Tract 72.02, Sacramento County, California","B01001_001",4630,310,4630,310
"06067007204","Census Tract 72.04, Sacramento County, California","B01001_001",4917,399,4917,399
"06067007206","Census Tract 72.06, Sacramento County, California","B01001_001",4274,303,4274,303
"06067007207","Census Tract 72.07, Sacramento County, California","B01001_001",4835,381,4835,381
"06067007208","Census Tract 72.08, Sacramento County, California","B01001_001",4608,359,4608,359
"06067007209","Census Tract 72.09, Sacramento County, California","B01001_001",3618,343,3618,343
"06067007301","Census Tract 73.01, Sacramento County, California","B01001_001",5067,477,5067,477
"06067007402","Census Tract 74.02, Sacramento County, California","B01001_001",6213,429,6213,429
"06067007403","Census Tract 74.03, Sacramento County, California","B01001_001",5422,634,5422,634
"06067007406","Census Tract 74.06, Sacramento County, California","B01001_001",8862,712,8862,712
"06067007413","Census Tract 74.13, Sacramento County, California","B01001_001",7438,909,7438,909
"06067007414","Census Tract 74.14, Sacramento County, California","B01001_001",4786,377,4786,377
"06067007415","Census Tract 74.15, Sacramento County, California","B01001_001",3529,333,3529,333
"06067007416","Census Tract 74.16, Sacramento County, California","B01001_001",4223,398,4223,398
"06067007417","Census Tract 74.17, Sacramento County, California","B01001_001",3285,185,3285,185
"06067007421","Census Tract 74.21, Sacramento County, California","B01001_001",9610,555,9610,555
"06067007422","Census Tract 74.22, Sacramento County, California","B01001_001",2709,244,2709,244
"06067007423","Census Tract 74.23, Sacramento County, California","B01001_001",5710,405,5710,405
"06067007424","Census Tract 74.24, Sacramento County, California","B01001_001",3852,340,3852,340
"06067007426","Census Tract 74.26, Sacramento County, California","B01001_001",2402,300,2402,300
"06067007427","Census Tract 74.27, Sacramento County, California","B01001_001",6738,524,6738,524
"06067007428","Census Tract 74.28, Sacramento County, California","B01001_001",3515,341,3515,341
"06067007429","Census Tract 74.29, Sacramento County, California","B01001_001",5232,483,5232,483
"06067007430","Census Tract 74.30, Sacramento County, California","B01001_001",8936,674,8936,674
"06067007431","Census Tract 74.31, Sacramento County, California","B01001_001",3424,266,3424,266
"06067007432","Census Tract 74.32, Sacramento County, California","B01001_001",5118,398,5118,398
"06067007433","Census Tract 74.33, Sacramento County, California","B01001_001",8155,620,8155,620
"06067007501","Census Tract 75.01, Sacramento County, California","B01001_001",6866,524,6866,524
"06067007503","Census Tract 75.03, Sacramento County, California","B01001_001",5549,570,5549,570
"06067007504","Census Tract 75.04, Sacramento County, California","B01001_001",2081,234,2081,234
"06067007601","Census Tract 76.01, Sacramento County, California","B01001_001",6501,466,6501,466
"06067007602","Census Tract 76.02, Sacramento County, California","B01001_001",4661,401,4661,401
"06067007701","Census Tract 77.01, Sacramento County, California","B01001_001",7016,725,7016,725
"06067007702","Census Tract 77.02, Sacramento County, California","B01001_001",4461,205,4461,205
"06067007801","Census Tract 78.01, Sacramento County, California","B01001_001",5634,377,5634,377
"06067007802","Census Tract 78.02, Sacramento County, California","B01001_001",4299,399,4299,399
"06067007903","Census Tract 79.03, Sacramento County, California","B01001_001",4730,295,4730,295
"06067007904","Census Tract 79.04, Sacramento County, California","B01001_001",5585,340,5585,340
"06067007905","Census Tract 79.05, Sacramento County, California","B01001_001",4160,266,4160,266
"06067007906","Census Tract 79.06, Sacramento County, California","B01001_001",3814,231,3814,231
"06067008005","Census Tract 80.05, Sacramento County, California","B01001_001",4542,346,4542,346
"06067008006","Census Tract 80.06, Sacramento County, California","B01001_001",5535,658,5535,658
"06067008007","Census Tract 80.07, Sacramento County, California","B01001_001",3290,343,3290,343
"06067008008","Census Tract 80.08, Sacramento County, California","B01001_001",4832,304,4832,304
"06067008009","Census Tract 80.09, Sacramento County, California","B01001_001",4511,267,4511,267
"06067008010","Census Tract 80.10, Sacramento County, California","B01001_001",4721,456,4721,456
"06067008111","Census Tract 81.11, Sacramento County, California","B01001_001",6321,304,6321,304
"06067008113","Census Tract 81.13, Sacramento County, California","B01001_001",3657,243,3657,243
"06067008117","Census Tract 81.17, Sacramento County, California","B01001_001",2429,178,2429,178
"06067008119","Census Tract 81.19, Sacramento County, California","B01001_001",6326,551,6326,551
"06067008120","Census Tract 81.20, Sacramento County, California","B01001_001",4946,367,4946,367
"06067008122","Census Tract 81.22, Sacramento County, California","B01001_001",3591,246,3591,246
"06067008124","Census Tract 81.24, Sacramento County, California","B01001_001",4806,288,4806,288
"06067008125","Census Tract 81.25, Sacramento County, California","B01001_001",5104,353,5104,353
"06067008127","Census Tract 81.27, Sacramento County, California","B01001_001",5091,374,5091,374
"06067008128","Census Tract 81.28, Sacramento County, California","B01001_001",2493,155,2493,155
